1,0.000000
2,0.000001
3,0.000001
4,0.000000
5,0.000001
6,0.000001
7,0.000001
8,0.000001
9,0.000001
10,0.000002
11,0.000001
12,0.000001
13,0.000002
14,0.000002
15,0.000001
16,0.000002
17,0.000001
18,0.000002
19,0.000002
20,0.000002
21,0.000002
22,0.000002
23,0.000002
24,0.000002
25,0.000002
26,0.000002
27,0.000002
28,0.000002
29,0.000003
30,0.000002
31,0.000002
32,0.000004
33,0.000002
34,0.000003
35,0.000002
36,0.000002
37,0.000003
38,0.000003
39,0.000003
40,0.000003
41,0.000003
42,0.000003
43,0.000003
44,0.000003
45,0.000004
46,0.000003
47,0.000004
48,0.000003
49,0.000004
50,0.000004
51,0.000004
52,0.000004
53,0.000004
54,0.000005
55,0.000004
56,0.000004
57,0.000004
58,0.000004
59,0.000005
60,0.000005
61,0.000004
62,0.000004
63,0.000005
64,0.000005
65,0.000008
66,0.000008
67,0.000007
68,0.000008
69,0.000006
70,0.000009
71,0.000008
72,0.000008
73,0.000009
74,0.000009
75,0.000006
76,0.000009
77,0.000010
78,0.000006
79,0.000009
80,0.000010
81,0.000009
82,0.000011
83,0.000010
84,0.000007
85,0.000009
86,0.000010
87,0.000010
88,0.000011
89,0.000012
90,0.000011
91,0.000012
92,0.000011
93,0.000012
94,0.000011
95,0.000012
96,0.000013
97,0.000012
98,0.000012
99,0.000013
100,0.000013
101,0.000013
102,0.000014
103,0.000014
104,0.000013
105,0.000014
106,0.000014
107,0.000014
108,0.000012
109,0.000014
110,0.000014
111,0.000009
112,0.000014
113,0.000009
114,0.000009
115,0.000015
116,0.000015
117,0.000015
118,0.000016
119,0.000014
120,0.000012
121,0.000016
122,0.000015
123,0.000015
124,0.000016
125,0.000010
126,0.000016
127,0.000016
128,0.000017
129,0.000016
130,0.000014
131,0.000011
132,0.000018
133,0.000016
134,0.000013
135,0.000018
136,0.000017
137,0.000019
138,0.000019
139,0.000019
140,0.000019
141,0.000018
142,0.000014
143,0.000015
144,0.000019
145,0.000020
146,0.000016
147,0.000012
148,0.000020
149,0.000021
150,0.000021
151,0.000021
152,0.000020
153,0.000021
154,0.000022
155,0.000021
156,0.000021
157,0.000021
158,0.000022
159,0.000021
160,0.000018
161,0.000019
162,0.000019
163,0.000023
164,0.000023
165,0.000022
166,0.000021
167,0.000020
168,0.000021
169,0.000022
170,0.000018
171,0.000024
172,0.000024
173,0.000025
174,0.000022
175,0.000022
176,0.000021
